LEARecordID,ORI,BatchID,TX_Type,Is_NFIA,SDate,STime,SDur,Is_ServCall,AT,Loc,City,PID,Ethn,Gend,GendNC,LGBT,Age,Is_LimEng,Disb,Is_Stud,StReas,Tr_ID,Act_CD,BasSearch_N,StReas_Given,PropType,Cb,ResCD
510697,CA0431100,,I,N,4/2/2023,0:58,15,N,"Patrol, traffic, field operations",Latham/Chiquita,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
510701,CA0431100,,I,N,4/2/2023,1:20,15,N,"Patrol, traffic, field operations",Latham/Chiquita,MOUNTAIN VIEW,1,Asian,Female,,N,50,Y,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
510823,CA0431100,,I,N,4/2/2023,4:43,10,N,"Patrol, traffic, field operations",Castro Street & Central Expressway,Mountain View,1,Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,"Citation for infraction,Warning (verbal or written)"
510985,CA0431100,,I,N,4/1/2023,9:15,120,Y,"Patrol, traffic, field operations",200 Block Easy Street,Mountain View,1,White,Male,,N,40,N,,,Knowledge of outstanding arrest warrant/wanted person,," Asked for consent to  search person, Search of person was conducted ,Handcuffed or flex cuffed",Basic search no contraband,,,,Custodial arrest without warrant
510989,CA0431100,,I,N,4/2/2023,9:19,20,Y,"Patrol, traffic, field operations",Moffett Boulevard,Mountain View,1,Black/African American,Male,,N,25,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Person removed from vehicle by order,Person removed from vehicle by physical contact,Field sobriety test conducted",,,,,"Warning (verbal or written),Field interview card completed"
510994,CA0431100,,I,N,4/2/2023,9:21,5,N,"Patrol, traffic, field operations","E Middlefield Rd, Easy St",Mountain View,1,Middle Eastern or South Asian,Female,,N,32,N,,,Traffic Violation,Moving,No Action Taken,,,,,
510994,CA0431100,,I,N,4/2/2023,9:21,5,N,"Patrol, traffic, field operations","E Middlefield Rd, Easy St",Mountain View,2,Middle Eastern or South Asian,Male,,N,32,N,,,Traffic Violation,Moving,No Action Taken,,,,,
511304,CA0431100,,I,N,4/2/2023,17:24,5,N,"Patrol, traffic, field operations",West El Camino Real & Mountain View Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
511586,CA0431100,,I,N,4/3/2023,1:03,20,Y,"Patrol, traffic, field operations",California/Pachetti,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,35,N,,,Known to be on Parole / Probation / PRCS / Mandatory Supervision,,"Person removed from vehicle by order,Handcuffed or flex cuffed,Curbside detention,Firearm pointed at person, Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property,Search of property was conducted",Searched the vehicle. Nothing found.,,,,
511586,CA0431100,,I,N,4/3/2023,1:03,20,Y,"Patrol, traffic, field operations",California/Pachetti,MOUNTAIN VIEW,2,Hispanic/Latino(a),Female,,N,35,N,,,Known to be on Parole / Probation / PRCS / Mandatory Supervision,,"Person removed from vehicle by order,Handcuffed or flex cuffed,Patrol car detention,Firearm pointed at person, Asked for consent to  search person, Search of person was conducted ",Pat search for weapons.,,,,
511623,CA0431100,,I,N,4/3/2023,2:08,10,N,"Patrol, traffic, field operations",West El Camino Real & Rengstorff Avenue,Mountain View,1,White,Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
511648,CA0431100,,I,N,4/3/2023,3:01,10,N,"Patrol, traffic, field operations",California Street & Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
511709,CA0431100,,I,N,4/3/2023,4:33,5,N,"Patrol, traffic, field operations",Bryant Street,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,45,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
511713,CA0431100,,I,N,4/3/2023,4:42,15,N,"Patrol, traffic, field operations",Rengstorff/California,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,25,Y,,,Traffic Violation,Equipment,No Action Taken,,,,,"Citation for infraction,Warning (verbal or written)"
511726,CA0431100,,I,N,4/3/2023,4:55,5,N,"Patrol, traffic, field operations",Villa Street & View Street,Mountain View,1,Asian,Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
511782,CA0431100,,I,N,4/3/2023,6:12,45,N,"Patrol, traffic, field operations",600 Block South Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,50,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property,Search of property was conducted",no contraband,,,,
511782,CA0431100,,I,N,4/3/2023,6:12,45,N,"Patrol, traffic, field operations",600 Block South Rengstorff Avenue,Mountain View,2,Hispanic/Latino(a),Male,,N,50,Y,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property,Search of property was conducted",no contraband,,,,
511782,CA0431100,,I,N,4/3/2023,6:12,45,N,"Patrol, traffic, field operations",600 Block South Rengstorff Avenue,Mountain View,3,Hispanic/Latino(a),Male,,N,25,Y,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property,Search of property was conducted",no contraband,,,,
511782,CA0431100,,I,N,4/3/2023,6:12,45,N,"Patrol, traffic, field operations",600 Block South Rengstorff Avenue,Mountain View,4,Hispanic/Latino(a),Male,,N,20,Y,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted ",no contraband,,,,
511896,CA0431100,,I,N,4/3/2023,9:13,15,N,"Patrol, traffic, field operations",Villa Street & Bryant Street,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
511911,CA0431100,,I,N,4/3/2023,4:14,10,Y,"Patrol, traffic, field operations",1000 Block North Rengstorff Avenue,Mountain View,1,White,Male,,N,50,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Handcuffed or flex cuffed, Search of person was conducted ",Search incident to arrest of person,,,,Custodial arrest without warrant
512055,CA0431100,,I,N,4/3/2023,15:03,10,N,"Patrol, traffic, field operations",North Shoreline Boulevard & Pear Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
512361,CA0431100,,I,N,4/3/2023,16:50,5,N,"Patrol, traffic, field operations",Shoreline/ California,MOUNTAIN VIEW,1,White,Male,,N,45,N,,,Traffic Violation,Equipment,No Action Taken,,,,,Warning (verbal or written)
512363,CA0431100,,I,N,4/3/2023,17:05,5,N,"Patrol, traffic, field operations",Rengstorff/ Junction,MOUNTAIN VIEW,1,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
512365,CA0431100,,I,N,4/3/2023,17:20,5,N,"Patrol, traffic, field operations",Rengstorff/ Junction,MOUNTAIN VIEW,1,White,Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
512371,CA0431100,,I,N,4/3/2023,17:44,5,N,"Patrol, traffic, field operations",Rengstorff/ Junction,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
512374,CA0431100,,I,N,4/3/2023,18:07,5,N,"Patrol, traffic, field operations",El Camino Real/ Grant,MOUNTAIN VIEW,1,Asian,Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
512638,CA0431100,,I,N,4/3/2023,23:02,5,N,"Patrol, traffic, field operations",West Middlefield Road & Farley Street,Mountain View,1,White,Female,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,Warning (verbal or written)
512771,CA0431100,,I,N,4/4/2023,2:03,15,N,"Patrol, traffic, field operations",Rengstorff Avenue & California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,Citation for infraction
512809,CA0431100,,I,N,4/4/2023,3:00,5,N,"Patrol, traffic, field operations",El Camino Real & Castro Street,Mountain View,1,White,Female,,N,30,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
512938,CA0431100,,I,N,4/4/2023,6:20,5,N,"Patrol, traffic, field operations",Escuela Avenue & Latham Street,Mountain View,1,Asian,Male,,N,25,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
513014,CA0431100,,I,N,4/4/2023,8:04,5,N,"Patrol, traffic, field operations",El Camino Real & Castro Street,Mountain View,1,White,Male,,N,45,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,Warning (verbal or written)
